	clean_tweet	class
23876	gotta tip monogam nigga yo bitch fuckin anonym nigga 	1
23877	graham cracker marshmallow littl marshmallow littl chocol bar make more man 	2
23878	greatwhiteprivileg straight peopl like # nice # queer peopl 	1
23879	green bean summer yellow squash zucchini cucumb set road today free 	2
23880	grew shit stuck wit da shit u pussi fuck wit di shit im love wit di shit	1
23881	guess mess later sure els mayb trash lol yet mayb lotteri 	2
23882	guess rube want go date # 	2
23883	guy complain #gays sensit respons look complain like littl pussi waahh waahh #hypocrite	0
23884	guy cheat girlfriend trash girl know girlfriend also trash 	1
23885	ha fuck twat go cri mommi	1
23886	hahaha damn dirtyyyy hoe	1
23887	hahaha dumb bitch	1
23888	hahaha good luck one bitch	1
23889	hahaha girl pop bitch like molli haha	1
23890	hahaha dude timelin say bitch everi tweet hahaha rollin lo	1
23891	happi birthday nigguh 	1
23892	happi birthday love ya bitch # # cute back  still 	1
23893	happi birthday main bitch ride die girlfriend # love much 	1
23894	happi birthday funniest bitch know # # # 	1
23895	happi bro happi ho happi husband key marriag u c studi think 	1
23896	happi halloween bitch 	1
23897	harm pussi instead miss  yr old usc medic student last seen tuesday may harm 	0
23898	anyon notic alien flaw retard crash land earth mean dont know drive	1
23899	hate hoe caption shit lol shit hella cheesi	1
23900	hate point truth peopl flip script like wrong bitch 	1
23901	blast yesterday even monkey bar tryna kill lol 	2
23902	one day pimp want unfollow everi bitch  mile radiu ig let beat	1
23903	song call hit u back icon line go big ole pack pretti bitch 	1
23904	gay fuck bust basic bitch lo	1
23905	said black bitch # # # 	1
23906	actual cri bitch # 	1
23907	make fun caus worri bird say surpris like split pole lol ugh jer	2
23908	heard ya got man hoe hope understand tho	1
23909	hell would freez ever let bitch kick fuckin face	1
23910	hell yeah pussi cat today forget sexi one	1
23911	henni cup ice bitch froze	1
23912	friend said shallow conceit control grab wrist said never talk fat jealou bitch 	1
23913	ass mann bro sit shit l # # # walk like wasnt gone grab bitch bye # # 	1
23914	fuckin jaw unhing eat bitch whole fuck shit	1
23915	pussi like heart like fuck 	1
23916	hey im brag im like best haggl know got cash capit ho #receatter #indiegamepickuplines	1
23917	hey new follow wave welcom ion talk bout shyt tho retard ass thought pop head	1
23918	hey shawnda rich bitch 	1
23919	hi neither dumb bitch im pretti smart one genuin nice peopl ever met 	1
23920	hillbilli bone bo bone bo bone bone	2
23921	hit bitch realiti check bitch love realiti check 	1
23922	hit strip club see bitch went school 	1
23923	hoe ass nigga # 	0
23924	hoe w chanel backpack pleas 	1
23925	hoe shit come ah loyal woman 	1
23926	hoe alway put self nigga situat go satisfi till get ass beat nigga 	1
23927	hoe even stupid	1
23928	hoe get beat  n nigga knw dey ah tell u stay wit ah pistol n alway readi squeez	1
23929	hoe get mad think forget	1
23930	hoe iphon 	1
23931	hoe like honest say differ 	1
23932	hoe need stay hoe place fr	1
23933	hoe pick like dandelion #pickme	1
23934	hoe thinkin  turn born virgin 	1
23935	hold bitch im pray imma grab bibl	1
23936	hollywood realli want break heart make movi handsom retard man good flash mean girlfriend 	1
23937	holi fuck yall littl bitch like  san antonio stfu	1
23938	holi shit get dunk crippl unrea	1
23939	honestli bitch mob	1
23940	hope gezu get shot faggot head #houston #nbombs	0
23941	hope bitch prepar aftermath	1
23942	hot nigga big like bobbi bitch nice tho	1
23943	ah yardi reach wyom live 	2
23944	mani finger bitch gotta break mother fucker stop take god damn lighter	1
23945	mani u hoe bad ass littl kid dont medic cut school everi week 	1
23946	much wanna bet anti govern black helicopt teabagg behind boston marathon explos #p #tcot	2
23947	fuck fuck faggot ass rando even find zoe ask account 	0
23948	insecur hoe tf	1
23949	settin trend rappin wear shit everyon els wearin rappin mixtap trash yo	1
23950	 far left look best ask bitch tri hard especi thic	1
23951	 lt bitch 	1
23952	 asshat cair call islamophob would say guilti fuck pass bacon bitch # #tcot	1
23953	 cheek gone cold bitch	1
23954	 arial rose # athlet asian babe play pussi # exercis 	1
23955	 averi # ador petit red hair teen play shave # pussi 	1
23956	 cassi lain # brunett slip lingeri massag wet pussi # oil 	1
23957	 crystal star # leggi play babe crystal star spread pussi # 	1
23958	 evilyn fierc # naughti girl next door pummel pussi purpl # toy 	1
23959	 ioana # tini teen ioana fuck tender pussi # vibrat 	1
23960	 kleopatra # ivori skin nubil kleopatra finger shave # pussi 	1
23961	 lilith lee # hot blond teen fuck tender pussi # dildo 	1
23962	 lola foxx # nubil co ed show pink pussi fondl # 	1
23963	 lola foxx # steam hot nubil lola foxx shove dildo deep wet # pussi 	1
23964	 work fanci telephon told clam phone call mr clam text phone 	2
23965	 leo get fuck vine fag	0
23966	hungrier ho	1
23967	hurt ass ah whole nigga hate bitch tf	1
23968	 aint worri nigga takin bitch 	1
23969	 one peopl need reassur damn often ugliest bitch world 	1
23970	 fuck hoe nobodi	1
23971	 bet yo bitch tri n slide let hair dow	1
23972	 sweetheart honestli bitch specialti	1
23973	 dont shit talk chip talk dese niggaz ju bitch talk dese niggaz ju chik stalk naw aint got chik 	1
23974	 dont think women wear flesh tone color pant lo	2
23975	 find funni fag write look bf grindr ap lol that fuck ap dumbass 	0
23976	 get girl point seem color peopl die holocaust   pictur holocaust idk 	2
23977	 got   ounc bitch	1
23978	 got retard ass friend love em tho make life nicer 	1
23979	 got  bitch like sosa hoe jeweleri shinin like mop glo	1
23980	 gotta team hoe like pat summit 	1
23981	 hate ah dirti hous foul live bitch	1
23982	 hate hoe 	0
23983	 hate manag much make wanna throw silverwar stupid bitch ass	1
23984	 hate whole slut hoe thot talk lol given sure peopl person inbox late night look like	1
23985	 taller older bitch	1
23986	 havnt fought bitch ina minut cant wait 	1
23987	 head but bitch club lmao tri play bitch know head hurt 	1
23988	 fell love bitch stupid bootyyyyyy # # # # # # # # # # # # # # 	1
23989	 realiz talk shit nonstop past  hour stop text bitch 	1
23990	 like chillin yo bitch like fuckin	1
23991	 listen dedic  three time exactli gon make pussi eater #subsciously	1
23992	 love bad bitch that fuck problem	1
23993	 love air everyon love kill la kill like fuck trash everyon love hate	1
23994	 made sweet amp spici drunken noodl handmad handcut ho fun noodl marin chicken shrimp back hurt 	2
23995	 might need get hoe	1
23996	 need one around world twitter bitch caus local facebook hoe aint cuttin lo	1
23997	 need claritin clear bitch	1
23998	 need go mexican flea market grab fake gucci sandal stunt hoe	1
23999	 never knew mother heartless bitch mother would pop foh	1
24000	 pop donta alreadi amp got bitch dah big  yaknow # # # # 	1
24001	 ran # hoe text ask borrow roll tissu tomorrow # # # # # 	1
24002	 realli hate hungri bitch put dick friend swear yall get beat fuck ill show friend 	1
24003	 realli want xbone said would say week ago would call super retard	1
24004	 reblog mock god bless	2
24005	 save bird yesterday 	2
24006	 seen nigga dress impress hop da bu n bitch wit phatti get stop say somethin god throwin u da lob	1
24007	 still understand bitch high shool would put fals eyelash everi fuck day	1
24008	 think need watch dawn planet ape 	2
24009	 think girlfriend get lock shed first one rape #pussy	1
24010	 think im addict nake pictur sittin talkin bout bitch almost	1
24011	 thought garbag men suppos bring trash dump take ha ha ha self depreci ftw 	2
24012	 wanna go ghetto club tonight 	2
24013	 want dyke cliqu	1
24014	 emo ok emosquadk get level bitch	1
24015	 enjoy nicki minaj song anaconda said fuck skinni bitch lol nah bitch fuck	1
24016	 gone  day bitch ass miss	1
24017	 lit den bitch last night	1
24018	 never mean broke keep make seem like ass never went parti fuck bitch	1
24019	 pull #redskins one	2
24020	 teacher pet elementari school like brought cooki browni gave hug im asham	2
24021	 wish lesbian deal bitch boy mostli bc girl rlli hot	1
24022	 wonder girl call eachotha bitch cool nigga call dem one mfa bodi #dontgetit	1
24023	 wont get catfish anymor tho bc im longer tri stick myy pp twitter hoe	1
24024	 wouldnt michaelangelo yaaaaaaasss hoe control 	1
24025	 go jamaica n attend wild dancehal event ju five star frog splash bitch tree n get #wshh	1
24026	 rather sit alon fuck w iffi bitch 	1
24027	 also look hire full time bitch	1
24028	 sorri eat seafood sole fact ocean serious unrespect pussi 	1
24029	 sorri call gap tooth bitch fault gap tooth	1
24030	 ont neva chase hoe move slow let em chase	1
24031	messag trash	2
24032	os  autocorrect trash phone capit dumbest thing 	2
24033	look real retard trynna hi  ill head	1
24034	dgaf bout basic bitch	1
24035	dk planet bitch work planet earth follow supervisor instruct mean im resist 	1
24036	dk ppl go went amp ackin like shock  bodi first class ho knew person	1
24037	f bitch like somethin wrong wit da bitch	1
24038	f bitch would everrrrrrr	1
24039	f girl hoe aint steal anyon man stfu	1
24040	f ah nigga beef wit u dey gon tri fuck ur bitch kill u slower 	1
24041	f anyon review  game loan player cunt shouldnt  game review especi start fifa	1
24042	f bitch wanna nigga get couch go fine one # 	1
24043	f dey go linch togeth gon eat pussi befo come back 	1
24044	f die resurrect anim id howler monkey	2
24045	f ice jj fish get look realli trash	2
24046	f  dont eem tri # nigga talk trash smash bro shittiest fact # 	1
24047	f ive ever faggot let know ill chang 	1
24048	f someon think hoe say caus either wanna one one	1
24049	f u doll got voodoo  u bitch	1
24050	f u buy box color goldfish r racist tbh	2
24051	f u eat fri egg leav yolk entir yellow ur disgrac also nasti	2
24052	f u get mad ur feel bout zoe vs yank tweet twitter u roll shit tho # 	1
24053	f u gon wit ur bae even cheat shut fuck take dick pussi noth better love	1
24054	f uckin love freebe like pom duck hm life	1
24055	f ur girl watch snap front u tri spook u 	2
24056	f yo girl doesnt swallow kid bitch basic 	1
24057	f fuck bitch caus nigga shit salut ya	1
24058	f delet tweet one hour tweet gigant pussi	1
24059	f lil pussi stomach pouch thingi wear tight cloth shit unattract # 	1
24060	f unlock badg sticker onlin wear around real life rest us know cunt 	1
24061	f way tri make feel bad call fat bitch whore etc rethink life 	1
24062	f tri non contact hockey dont call anyon els pussi	1
24063	f your cheer mexico your littl bitch	1
24064	ggi wanna black bad ur white widow hoe	1
24065	 look good dam bitch stop make obv stare lo	1
24066	 call bitch short last resort first resort	1
24067	dope ass nigga bitch hella sober	1
24068	fat bitch 	1
24069	hoe forget umbrella	1
24070	genuin get mad children video game mickey mous dark big key	2
24071	gonna hold bitch word	1
24072	watch next bitch tri run outsid got neck slice	1
24073	wear sweater ike  degre hous	2
24074	weeaboo trash	1
24075	beast dese nigga food ima ju eat dat dat pussi bad big poppa gon beat dat	1
24076	boss ass bitch bitch bitch	1
24077	groovi type nigguh	1
24078	knock da pussi like fight night	1
24079	magin white peopl said honkey instead nigga lo	1
24080	mma hit ground work pussi gone come back everytim	1
24081	mma tall dread head wit fat face bitch better	1
24082	 fuck mexico bitch	1
24083	 order want real nigga gotta real bitch # # # 	1
24084	 real life onlin follow sorri folk caus look like border hopper mean one born rais	0
24085	b unfunni nigger kill	0
24086	care wrong bitch blow ur horn #	1
24087	care nigga date b bitch make happi cool	1
24088	hoe realli reason worri cheat anyth ill cheat left hand lbr	1
24089	like papoos went lo	2
24090	sell vic mo ion drink lean mo bitch ion even smoke tree mo	1
24091	speak flaw nigga thirsti hoe g boyyyyyi look # # 	0
24092	trust bitch ion trust nigga 	1
24093	everyon gonna complet whini littl babi bitch shit lmao 	1
24094	ghetto greas yo scalp wor	2
24095	money bitch	1
24096	choke # # # # # # # want pet monkey # # 	2
24097	bitch new transform hot 	1
24098	god given right white bitch	1
24099	mean im follow order subordin sue ya dyke	0
24100	might rain today hmmm want look like pussi carri umbrella around also want risk perm get wet 	1
24101	 bitch need readi fellaz play game let high school teas shit last day #swag	1
24102	friday bitch # 	1
24103	brand new day bird chirp	2
24104	amaz hood bitch wear bodi head	1
24105	awesom peopl known year talk trash behind back ask favor later truli awesom 	2
24106	ten min bitch gave  min assign lmfaooooo	1
24107	everyth cut bitch	1
24108	gotten point liter care gonna start punch bitch move hallway	1
24109	weird outsid like yellow 	2
24110	ts  year bitch still think im dont think declin 	1
24111	ts either gun sandwich detail look realli fuzzi right trust polic depart mo	2
24112	went  fag  day happi #sad	1
24113	jacki peyton fuck bitch omg love though damn that best shit pull	1
24114	jacob u look like monkey di 	2
24115	jacob like stfu bitch	1
24116	janet jackson nip slip #iconic	2
24117	jesu christ your fuck retard believ mercurian retrograd affect life	1
24118	jig levit samsung made fun #bendgate galaxi note  fail 	2
24119	jig levit lousivil	2
24120	jm sorri hear go chipotl first time better trash 	2
24121	jooooook # wdnick  old hoe ponk dyke outchea girl talk # lmao	1
24122	casual ghetto famili twerk session 	1
24123	found #australian presid #hoosiers team #hoosierstate #indiana #iu #iubb #big   tonight 	2
24124	got done bike dyke	1
24125	like girl hoe guy hit girl back doubl standard forev exist 	1
24126	like made hoe come make yall go away # # # 	1
24127	made tmobil bitch	1
24128	notic trash notif page clean	2
24129	saw word tinker tailor soldier spi mutter aloud 	2
24130	cking bitch curb bruh 	1
24131	er pillow talk wit dey bitch	1
24132	kat trash	2
24133	ow like cussss yo bitch like doesss	1
24134	ush god bitch	1
24135	yle im hungri quit talk let go hoe	1
24136	abel hoe	1
24137	ast thought bed  mock elect rd grade vote perot mayb relat realli big ear idk 	2
24138	ast word bitch nigga lie 	1
24139	ate upload bitch	1
24140	augh insid think yo bitch ass get fuck boy 	1
24141	eav hope hoe 	1
24142	et hoe ass falcon get steven wackson st rd pic	1
24143	fe ya professor better know bitch gone test ya	1
24144	fe great mad day bitch bless move ur neg dat way # 	1
24145	e look annoy littl   year old ask ride haha fuck poser bitch ass 	1
24146	e bitch pic flirt nowaday	1
24147	e bitch wit ass u shit	1
24148	e slow death # feel shit load nude fap one bitch fuck # 	1
24149	e go sensit lil bitch talk 	1
24150	e anim cracker legit best snac	2
24151	 bitch	1
24152	 bitch that make bond aint got tell # # 	1
24153	 spook yung lean robb night	2
24154	 stupid ass bitch	1
